序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
18,301318,维海德,47.7,4.19,1.92,9761,45925654.23,4.91,47.8,45.55,45.55,45.78,5.62,41.29,1.93
19,002866,传艺科技,27.65,4.18,1.11,83170,227680251.28,5.09,27.7,26.35,26.35,26.54,4.61,77.57,3.85
20,300032,金龙机电,6.02,3.97,0.23,254597,153286756.86,3.45,6.12,5.92,5.99,5.79,3.17,50.16,3.97
21,300433,蓝思科技,11.66,3.92,0.44,320211,369713687.66,3.74,11.72,11.3,11.33,11.22,0.65,224.6,1.31
22,002045,国光电器,15.26,3.81,0.56,223550,338066458.69,4.83,15.33,14.62,14.75,14.7,4.78,249.89,3.41
23,002475,立讯精密,26.1,3.78,0.95,1072721,2807247070.89,3.82,26.74,25.78,26.2,25.15,1.51,23.06,3.97
24,300322,硕贝德,7.77,3.6,0.27,84744,65097782.73,4.67,7.79,7.44,7.44,7.5,1.92,-33.67,3.0
25,300968,格林精密,7.78,3.6,0.27,50788,39143571.81,3.6,7.79,7.52,7.57,7.51,2.93,-73.21,1.68
26,300787,海能实业,26.4,3.57,0.91,16454,42953213.28,3.92,26.42,25.42,25.42,25.49,2.11,154.4,2.59
27,301182,凯旺科技,19.4,3.52,0.66,3833,7367713.0,4.43,19.48,18.65,18.65,18.74,1.07,-70.33,1.92
28,002681,奋达科技,4.8,3.45,0.16,619581,295777563.12,4.53,4.84,4.63,4.65,4.64,4.89,148.03,3.85
29,300279,和晶科技,5.23,3.36,0.17,64135,33179179.84,4.74,5.26,5.02,5.02,5.06,1.49,65.65,2.99
30,301135,瑞德智能,22.86,3.21,0.71,14066,32097551.47,4.74,23.1,22.05,22.05,22.15,3.02,82.01,1.82
31,002241,歌尔股份,17.74,3.14,0.54,907474,1600587170.12,3.26,17.87,17.31,17.32,17.2,3.02,142.87,2.01
